run_id,routine,retraction,rank,lmbda,candidate_rank,source_config_id,source_file,source_final_rmse,source_final_wlra_loss,status,selected,final_rmse,final_wlra_loss,error_type,error,target_file
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,32,1e-06,1,armijo_wlra_reg_d07f9b5bd927,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_081.json,0.4157535433769226,190418.671875,success,True,0.3950318992137909,168370.328125,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_003.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,32,0.0001,1,armijo_wlra_reg_ac83e88ef5d3,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_054.json,0.41470587253570557,189339.78125,success,True,0.39913204312324524,172675.5,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_002.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,32,0.01,1,armijo_wlra_reg_cdf48c295ef1,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_027.json,0.41428712010383606,188951.4375,success,True,0.3926413357257843,165913.5625,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_001.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,64,1e-06,1,armijo_wlra_reg_259bea4d1b59,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_160.json,0.4228249192237854,163753.625,success,True,0.4106581211090088,148297.40625,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_006.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,64,0.0001,1,armijo_wlra_reg_8a062def0a44,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_133.json,0.4265548586845398,167887.390625,success,True,0.41842254996299744,157805.625,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_005.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,64,0.01,1,armijo_wlra_reg_88ba79bad520,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_106.json,0.4268643260002136,168330.109375,success,True,0.4114256501197815,149266.46875,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_004.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,128,1e-06,1,armijo_wlra_reg_83659dab7ba8,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_241.json,0.4456731975078583,130753.34375,success,True,0.4361642599105835,114953.953125,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_009.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,128,0.0001,1,armijo_wlra_reg_b26ee3b12e7f,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_214.json,0.4458821713924408,130974.484375,success,True,0.4339227080345154,111377.3828125,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_008.json
cifar10gray5000_mask075_20260716_history1000_qr_regularized,armijo_wlra_reg,qr,128,0.01,1,armijo_wlra_reg_d205252319b6,results/raws/armijo/cifar10gray5000_mask075_20260712_qr_regularized/regularized/qr/regularized_qr_187.json,0.446152925491333,131442.09375,success,True,0.4302036762237549,105642.75,,,results/raws/armijo/cifar10gray5000_mask075_20260716_history1000_qr_regularized/regularized/qr/regularized_qr_007.json
