routine,retraction,rank,lmbda,r,config_id,beta,sigma,initial_step,max_backtracks,final_rmse,final_wlra_loss,final_data_loss,final_objective,final_regularized_objective,best_rmse
armijo_wlra_reg,qr,32,1e-06,1625967.125,armijo_wlra_reg_a36adb604c65,0.9,0.75,0.5,200,0.2139219045639038,845875.125,845875.125,845875.125,845936.4375,
armijo_wlra_reg,qr,32,0.0001,162596.71875,armijo_wlra_reg_92d8a9860d12,0.9,0.75,0.5,200,0.21391741931438446,845724.25,845724.25,845724.25,845852.0625,
armijo_wlra_reg,qr,32,0.01,16259.671875,armijo_wlra_reg_e9e811deeb89,0.9,0.75,0.3,200,0.21395918726921082,846066.0,846066.0,846066.0,858725.125,
armijo_wlra_reg,qr,64,1e-06,1625967.125,armijo_wlra_reg_85c8f0e74c8e,0.9,0.75,1.0,200,0.22240278124809265,617559.5625,617559.5625,617559.5625,617598.25,
armijo_wlra_reg,qr,64,0.0001,162596.71875,armijo_wlra_reg_035af53f0ade,0.9,0.75,1.0,200,0.22215041518211365,617267.875,617267.875,617267.875,617431.1875,
armijo_wlra_reg,qr,64,0.01,16259.671875,armijo_wlra_reg_0a5520cce007,0.9,0.75,1.0,200,0.2230210304260254,618149.75,618149.75,618149.75,633269.9375,
armijo_wlra_reg,qr,128,1e-06,1625967.125,armijo_wlra_reg_bfd4a0c052da,0.9,0.75,0.5,200,0.2718169391155243,344133.28125,344133.28125,344133.28125,344140.15625,
armijo_wlra_reg,qr,128,0.0001,162596.71875,armijo_wlra_reg_06c6b3096945,0.9,0.75,0.5,200,0.27246329188346863,344754.5625,344754.5625,344754.5625,344948.625,
armijo_wlra_reg,qr,128,0.01,16259.671875,armijo_wlra_reg_b7bd9d95de2c,0.9,0.75,0.5,200,0.2728657126426697,345198.4375,345198.4375,345198.4375,364217.96875,
