routine,retraction,rank,lmbda,r,config_id,beta,sigma,initial_step,max_backtracks,final_rmse,final_wlra_loss,final_data_loss,final_objective,final_regularized_objective,best_rmse,mean_armijo_evaluations
armijo_projection_arc,polar,32,1e-06,629349.375,armijo_projection_arc_d0131527ad14,0.75,0.5,0.3,200,0.165440171957016,77480.46875,77480.46875,77480.46875,,,40.385
armijo_projection_arc,polar,32,0.0001,62934.9453125,armijo_projection_arc_5f43a2392432,0.75,0.5,0.3,200,0.165440171957016,77480.46875,77480.46875,77480.46875,,,40.385
armijo_projection_arc,polar,32,0.01,6293.494140625,armijo_projection_arc_7463585f0893,0.75,0.5,0.3,200,0.165440171957016,77480.46875,77480.46875,77480.46875,,,40.385
armijo_projection_arc,polar,64,1e-06,629349.375,armijo_projection_arc_d4d0d715f4a8,0.9,0.75,0.3,200,0.15128424763679504,48472.2265625,48472.2265625,48472.2265625,,,116.48
armijo_projection_arc,polar,64,0.0001,62934.9453125,armijo_projection_arc_5e883b8111e5,0.9,0.75,0.3,200,0.15128424763679504,48472.2265625,48472.2265625,48472.2265625,,,116.48
armijo_projection_arc,polar,64,0.01,6293.494140625,armijo_projection_arc_b4a1f6053012,0.9,0.75,0.3,200,0.15128424763679504,48472.2265625,48472.2265625,48472.2265625,,,116.48
armijo_projection_arc,polar,128,1e-06,629349.375,armijo_projection_arc_e9d7873d94a3,0.9,0.75,1.0,200,0.2261577993631363,27866.955078125,27866.955078125,27866.955078125,,,125.57
armijo_projection_arc,polar,128,0.0001,62934.9453125,armijo_projection_arc_9970fc96afbd,0.9,0.75,1.0,200,0.2261577993631363,27866.955078125,27866.955078125,27866.955078125,,,125.57
armijo_projection_arc,polar,128,0.01,6293.494140625,armijo_projection_arc_ea6aea6f13a3,0.9,0.75,1.0,200,0.2261577993631363,27866.955078125,27866.955078125,27866.955078125,,,125.57
